link,endereco,bairro,descricao,preco,avaliacao,desconto,modalidade,foto,cidade,estado
10004357,Rua 08 de Dezembro s/n Casa 03,ALAGOINHAS VELHA,"Casa, 189.28 de área total, 189.28 de área privativa, 0.00 de área do terreno, 2 qto(s), varanda, a.serv, 1 suite(s), WC, 1 sala(s), cozinha.",339627.6,468000.0,27.43,Venda Direta Online,,ALAGOINHAS,BA
1444407642792,"Rua Conjunto Romulo Almeida, N. 01, Ala D, Quadra E",KENNEDY,"Casa, 124.35 de área total, 124.35 de área privativa, 0.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 2 sala(s), DCE, cozinha.",167960.01,260000.0,35.4,Venda Direta Online,Ver foto,ALAGOINHAS,BA
1444406312098,"Rua Bela Vista Quadra A Lote 02, N. 1267",CENTRO,"Casa, 127.30 de área total, 127.30 de área privativa, 264.00 de área do terreno, 2 qto(s), 1 suite(s), WC, 2 sala(s), cozinha.",109820.0,170000.0,35.4,Venda Direta Online,Ver foto,BARRA DO CHOCA,BA
10137815,"Rua Costa Rica, N. 471",VILA RICA,"Casa, 98.00 de área total, 98.00 de área privativa, 0.00 de área do terreno.",137883.0,190000.0,27.43,Venda Direta Online,,BARREIRAS,BA
1444404035461,"Rua Costa Rica Lotes 5 e 7 Qd G, N. 412, 56",SAO FRANCISCO,"Casa, 268.85 de área total, 268.85 de área privativa, 720.00 de área do terreno, 4 qto(s), a.serv, WC, 2 sala(s), cozinha.",375972.01,582000.0,35.4,Venda Direta Online,Ver foto,BARREIRAS,BA
1444407656351,"R LAODICEIA, N. 00055, LT 08 QD N",JUSCELINO KUBITSCHEK,"Casa, 0.00 de área total, 190.00 de área privativa, 0.00 de área do terreno, a.serv, 4 suite(s), WC, 1 sala(s), DCE, cozinha.",178942.01,277000.0,35.4,Venda Direta Online,Ver foto,BARREIRAS,BA
1444408023549,"RUA AUGUSTO RIBEIRO DE MACEDO, Apto 901",MORADA NOBRE,"Apartamento, 179.55 de área total, 130.87 de área privativa, 0.00 de área do terreno, 2 qto(s), varanda, a.serv, 1 suite(s), WC, 2 sala(s), DCE, cozinha, 1 vaga(s) de garagem.",308400.0,514000.0,40.0,Venda Direta Online,Ver foto,BARREIRAS,BA
1444410068465,"PC MATIAS JOSE DE QUEIROZ, N. 87, Bairro Cedro",CENTRO,"Casa, 318.15 de área total, 318.15 de área privativa, 437.00 de área do terreno, 1 qto(s), varanda, 3 suite(s), WC, 4 sala(s), cozinha, 1 vaga(s) de garagem.",189278.0,293000.0,35.4,Venda Direta Online,Ver foto,BARROCAS,BA
10005621,"Rua da Riqueza. Lot Belém Paraíso Quadra 7, BA-502",CENTRO,"Terreno, 0.00 de área total, 0.00 de área privativa, 5152.65 de área do terreno.",132077.4,182000.0,27.43,Venda Direta Online,Ver foto,CACHOEIRA,BA
8444404199217,"RUA NOVA ESPERANCA TERREO, N. 00985, LD CADEIA",CENTRO,"Apartamento, 66.00 de área total, 66.00 de área privativa, 66.00 de área do terreno, 3 qto(s), varanda, WC, 1 sala(s), cozinha.",44516.47,85000.0,47.63,Venda Direta Online,,CACHOEIRA,BA
1444402333171,"AV CONEGO MIGUEL MONTEIRO, N. 00688, TERCEIRO PAVIMENTO",CENTRO,"Outros, 137.50 de área total, 137.50 de área privativa, 282.00 de área do terreno, 4 qto(s), varanda, WC, 3 sala(s), sacada, cozinha.",90013.44,161000.0,44.1,Venda Direta Online,Ver foto,CACULE,BA
10011806,"Fazenda Tucano, Atual Estrada Brás a Bom Jesus da Lapa",CENTRO,"Terreno, 0.00 de área total, 0.00 de área privativa, 20000.00 de área do terreno.",742116.75,1200000.0,38.16,Venda Online,Ver foto,CAETITE,BA
10012028,"Av Natal, N. S/N",CENTRO,"Comercial, 0.00 de área total, 142.80 de área privativa, 147.00 de área do terreno, 1 sala(s).",79827.0,110000.0,27.43,Venda Direta Online,,CAETITE,BA
10012096,"Quadra R Lote 273, Atual Rua do Cabeça, Bairro São Vicent",CENTRO,"Terreno, 0.00 de área total, 0.00 de área privativa, 312.50 de área do terreno.",88535.4,125000.0,29.18,Venda Direta Online,,CAETITE,BA
1444409606807,"AV CONTORNO, N. 00051",CENTRO,"Casa, 185.86 de área total, 185.86 de área privativa, 111.25 de área do terreno, 3 qto(s), a.serv, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.",167960.0,260000.0,35.4,Venda Direta Online,Ver foto,CAETITE,BA
8444408988283,"RUA E QD K, N. 08, LOT BOSQUE DO JACARACY",CENTRO,"Terreno, 93.00 de área total, 93.00 de área privativa, 145.00 de área do terreno.",51003.01,90000.0,43.33,Venda Direta Online,Ver foto,CAETITE,BA
1555524466720,"Rua da Independência, N. 507",CENTRO,"Prédio, 307.83 de área total, 0.00 de área privativa, 0.00 de área do terreno.",112500.0,250000.0,55.0,Venda Direta Online,Ver foto,CAMACAN,BA
5155800001088,"Av Pinheiros (Caminho 09), N. 02",,"Casa, 39.33 de área total, 39.33 de área privativa, 39.33 de área do terreno, 1 qto(s), 1 suite(s), WC, 1 sala(s), 1 lavabo(s), cozinha.",31500.0,90000.0,65.0,Licitação Aberta,Ver foto,CAMACAN,BA
8444402386877,"Rua da Independência, N. 782, bairro Cidade Alta",CENTRO,"Casa, 180.08 de área total, 180.08 de área privativa, 212.50 de área do terreno, 2 qto(s), a.serv, 1 suite(s), WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.",62337.0,110000.0,43.33,Venda Direta Online,Ver foto,CAMACAN,BA
8444406091839,"Rua da Independência, N. 834, Bairro Cidade Nova",CENTRO,"Casa, 90.00 de área total, 90.00 de área privativa, 90.00 de área do terreno, a.serv, 1 suite(s), WC, 1 sala(s), cozinha.",48736.21,86000.0,43.33,Venda Direta Online,Ver foto,CAMACAN,BA
8555518770993,"Rua 2 de Julho, N. 1034",CENTRO,"Casa, 77.00 de área total, 77.00 de área privativa, 1.00 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",37968.91,67000.0,43.33,Venda Direta Online,,CAMACAN,BA
10003111,"Fazenda Treme. Est Barra de Pojuca Monte Gordo, Atual Gleba 4, Área 2, Barra do Pojuca",MONTE GORDO,"Gleba, 0.00 de área total, 0.00 de área privativa, 201965.00 de área do terreno.",2241687.3,3089000.0,27.43,Venda Direta Online,Ver foto,CAMACARI,BA
1444400956406,"Quadra T Lote 12, Atual Rua do Ébano, bairro Areias",JAUA,"Casa, 173.30 de área total, 173.30 de área privativa, 0.00 de área do terreno, 2 qto(s), varanda, 1 suite(s), WC, 1 sala(s), piscina, cozinha.",279312.73,450000.0,37.94,Venda Direta Online,Ver foto,CAMACARI,BA
1444405312620,"Lot Parque Real Serra Verde s/n Casa 08, Atual Rua Mangaba",PARQUE VERDE I,"Casa, 51.25 de área total, 51.25 de área privativa, 0.00 de área do terreno, 1 qto(s), varanda, a.serv, 1 suite(s), WC, 1 sala(s), cozinha.",102520.21,158700.0,35.4,Venda Direta Online,Ver foto,CAMACARI,BA
1444408762546,"Rua Dois de Maio s/n, Apto 202, Atual nº 130 (conf engenheria)",DOIS DE JULHO,"Apartamento, 93.06 de área total, 93.06 de área privativa, 0.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",100776.01,156000.0,35.4,Venda Direta Online,,CAMACARI,BA
1555517004105,"Estrada BA 512 s/n, Atual Av Jorge Amado, s/n, Espaço Alfa",POLO INDUSTRIAL DE CAMACARI,"Terreno, 10000.00 de área total, 0.00 de área privativa, 10000.00 de área do terreno.",489500.0,890000.0,45.0,Venda Direta Online,Ver foto,CAMACARI,BA
1555520428131,"FAZENDA ENCANTAMENTO, N. 00000, Abrantes",JAUA,"Terreno, 0.00 de área total, 0.00 de área privativa, 20000.00 de área do terreno.",249930.0,450000.0,44.46,Venda Direta Online,Ver foto,CAMACARI,BA
1555532234531,"Rua Dois de Maio, N. 54, TÉRREO",CENTRO,"Comercial, 227.42 de área total, 227.42 de área privativa, 0.00 de área do terreno, WC, 3 sala(s).",393300.0,874000.0,55.0,Venda Online,Ver foto,CAMACARI,BA
16764,"Av Pinheira s/n, BA 650, Km 1",CENTRO,"Casa, 641.61 de área total, 641.61 de área privativa, 12557.53 de área do terreno, 2 qto(s), varanda, 1 suite(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",687500.0,1250000.0,45.0,Venda Direta Online,Ver foto,CAMAMU,BA
8444404723455,"R WASHINGTON LUIZ, N. 00644",CENTRO,"Casa, 79.95 de área total, 79.95 de área privativa, 160.00 de área do terreno, 1 qto(s), a.serv, 1 suite(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",50986.4,92000.0,44.58,Venda Direta Online,Ver foto,CANDIDO SALES,BA
8444412849373,"R ONORIO NUNES SIQUEIRA, QD029 LT031",,"Casa, 61.90 de área total, 61.90 de área privativa, 0.00 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",38794.01,70000.0,44.58,Venda Direta Online,Ver foto,CANDIDO SALES,BA
1444406109250,"Rua Ariboia, N. 272, Bairro Planaltino",CENTRO,"Casa, 127.05 de área total, 127.05 de área privativa, 154.00 de área do terreno, 3 qto(s), WC, 2 sala(s), cozinha.",72998.01,113000.0,35.4,Venda Direta Online,Ver foto,CAPIM GROSSO,BA
1555535683329,"Quadra B Lote 11, N. 07, Atual Rua 07",BORGES,"Terreno, 0.00 de área total, 0.00 de área privativa, 404.97 de área do terreno.",22502.05,40515.02,44.46,Venda Direta Online,,CASA NOVA,BA
1555535685968,"R 03, N. 00000, QD C LT 1. BAIRRO LOT LAGO AZUL",,"Terreno, 323.24 de área total, 323.24 de área privativa, 323.24 de área do terreno.",27770.0,50000.0,44.46,Venda Direta Online,,CASA NOVA,BA
1555537141345,"PRAÇA DO BOSQUE, N. 00000, LT48 QD3",BAIXADA DA PAZ,"Terreno, 502.00 de área total, 502.00 de área privativa, 502.00 de área do terreno.",53928.84,114000.0,52.7,Venda Direta Online,,CATU,BA
1444403278875,"Av Antonio Carlos Magalhaes, N. 1512",CENTRO,"Outros, 227.78 de área total, 227.78 de área privativa, 158.75 de área do terreno, 1 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",216410.01,335000.0,35.4,Venda Direta Online,Ver foto,CICERO DANTAS,BA
10008372,"Av Juracy Magalhaes, N. 128",CENTRO,"Outros, 0.00 de área total, 0.00 de área privativa, 196.00 de área do terreno.",86358.3,119000.0,27.43,Venda Direta Online,,COARACI,BA
1444406047866,"RUA GILDASIO FERREIRA DA SILVA, N. 36, BAIRRO BARREIROS",CENTRO,"Casa, 92.00 de área total, 0.00 de área privativa, 103.00 de área do terreno, 1 qto(s), a.serv, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.",113050.01,175000.0,35.4,Venda Direta Online,,CONCEICAO DO COITE,BA
1444401130404,"Rua A s/n fundos, N. 0",CENTRO,"Casa, 202.61 de área total, 106.33 de área privativa, 314.74 de área do terreno, 2 qto(s), varanda, WC, 7 sala(s), cozinha.",103360.01,160000.0,35.4,Venda Direta Online,Ver foto,CONCEICAO DO JACUIPE,BA
1444401490249,"Rua A, N. S/N, Casa 01 (térreo)",CENTRO,"Apartamento, 75.57 de área total, 75.57 de área privativa, 127.53 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",78443.4,100000.0,21.56,Venda Direta Online,Ver foto,CONCEICAO DO JACUIPE,BA
1444401761862,"Rua B, N. 2, Atual nº 4 (nº de porta)",CENTRO,"Casa, 0.00 de área total, 64.83 de área privativa, 69.18 de área do terreno, 1 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",71060.01,110000.0,35.4,Venda Direta Online,Ver foto,CONCEICAO DO JACUIPE,BA
1444402259834,"Rua C s/n, Casa 2 (pavimento térreo)",CENTRO,"Casa, 95.77 de área total, 95.77 de área privativa, 0.00 de área do terreno, 1 qto(s), a.serv, 1 suite(s), WC, 1 sala(s), cozinha.",77520.01,120000.0,35.4,Venda Direta Online,Ver foto,CONCEICAO DO JACUIPE,BA
1444402262045,Rua C,CENTRO,"Apartamento, 121.33 de área total, 92.53 de área privativa, 0.00 de área do terreno, 1 qto(s), a.serv, 1 suite(s), WC, WC Emp, 1 sala(s), cozinha, 1 vaga(s) de garagem.",39250.0,157000.0,75.0,Venda Online,Ver foto,CONCEICAO DO JACUIPE,BA
1444402438356,"Rua C, N. 04, 1º Andar, Fundos",CENTRO,"Casa, 120.15 de área total, 120.15 de área privativa, 0.00 de área do terreno, 3 qto(s), varanda, a.serv, WC, WC Emp, 1 sala(s), cozinha, 1 vaga(s) de garagem.",112404.01,174000.0,35.4,Venda Direta Online,Ver foto,CONCEICAO DO JACUIPE,BA
1444403650073,Rua Sergio Cardoso s/n,CENTRO,"Casa, 86.70 de área total, 86.70 de área privativa, 231.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",94316.01,146000.0,35.4,Venda Direta Online,,CONCEICAO DO JACUIPE,BA
8444406714917,"EST RUA DA VOLTA, N. 10",CENTRO,"Casa, 62.18 de área total, 62.18 de área privativa, 130.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem, 1 edícula.",44769.3,79000.0,43.33,Venda Direta Online,Ver foto,CONCEICAO DO JACUIPE,BA
8444406772356,"Rua da Volta, N. 02, Atual Rua A Tv Estrada da Volta (laudo",CENTRO,"Casa, 72.34 de área total, 72.34 de área privativa, 109.13 de área do terreno, 1 qto(s), 1 suite(s), WC, 1 sala(s), cozinha.",62337.01,110000.0,43.33,Venda Direta Online,Ver foto,CONCEICAO DO JACUIPE,BA
1555525447410,"R Q LOTE 01 QD XII, N. 0000, QD XII BAIRRO SÃO JOSE",CENTRO,"Terreno, 0.00 de área total, 0.00 de área privativa, 288.00 de área do terreno.",22216.01,40000.0,44.46,Venda Direta Online,,CORRENTINA,BA
1555537057077,"RUA DA CHÁCARA, N. 306, QD XXIX, Lt 11",CENTRO,"Terreno, 0.00 de área total, 0.00 de área privativa, 288.00 de área do terreno.",42130.51,87000.0,51.58,Venda Direta Online,,CORRENTINA,BA
1555506177348,"7ª Travessa Portugal, N. 79",CENTRO,"Casa, 230.01 de área total, 200.88 de área privativa, 230.01 de área do terreno.",135000.0,300000.0,55.0,Venda Direta Online,,DIAS D'AVILA,BA
8444404141413,"Av Raul M Melo, N. 522, Quadra C, Lote 11 e 12",CENTRO,"Casa, 72.00 de área total, 72.00 de área privativa, 133.40 de área do terreno, 2 qto(s), a.serv, 1 suite(s), WC, 1 sala(s), cozinha.",46829.91,84500.0,44.58,Venda Direta Online,,ENTRE RIOS,BA
1444404551664,"Av São Francisco de Assis Bairro Timbó, N. 622, Atual nº 622",CENTRO,"Casa, 88.80 de área total, 88.80 de área privativa, 279.36 de área do terreno, 3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",53618.01,83000.0,35.4,Venda Direta Online,,ESPLANADA,BA
1444408186723,"Rua do Pontal, N. 276",CENTRO,"Casa, 72.00 de área total, 72.00 de área privativa, 174.72 de área do terreno, 3 qto(s), a.serv, WC, 1 sala(s), cozinha.",54910.01,85000.0,35.4,Venda Direta Online,Ver foto,ESPLANADA,BA
8444411419472,"Travessa da Rua Sete de Setembro, N. 43",CENTRO,"Casa, 78.37 de área total, 78.37 de área privativa, 87.21 de área do terreno, 1 qto(s), varanda, 1 suite(s), WC, 1 sala(s), cozinha.",36577.21,66000.0,44.58,Venda Direta Online,Ver foto,ESPLANADA,BA
1555526872394,"Lot Alto da Sta Cruz II Quadra 07 Lote 11, N. 11",CENTRO,"Terreno, 0.00 de área total, 0.00 de área privativa, 250.00 de área do terreno.",44383.55,85000.0,47.79,Venda Direta Online,,EUCLIDES DA CUNHA,BA
10006383,"RUA ADELMO FADINI, N. 131, MOISES REIS",MOISES REIS,"Casa, 214.77 de área total, 214.77 de área privativa, 280.00 de área do terreno, 1 qto(s), varanda, a.serv, 2 suite(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",243109.5,335000.0,27.43,Venda Direta Online,Ver foto,EUNAPOLIS,BA
10006384,"Av Dom Vital, N. 327",JUCA ROSA,"Casa, 287.31 de área total, 287.31 de área privativa, 378.00 de área do terreno, varanda, a.serv, 4 suite(s), 3 sala(s), 1 lavabo(s), cozinha.",211399.66,360000.0,41.28,Venda Direta Online,Ver foto,EUNAPOLIS,BA
10002674,"Av Eduardo Froes da Mota, N. 18912",SOBRADINHO,"Casa, 178.16 de área total, 178.16 de área privativa, 168.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",153200.0,383000.0,60.0,Venda Online,Ver foto,FEIRA DE SANTANA,BA
1444404014065,"Rua Dr Jorge Bastos Leal, N. 63, Q D LT32",TOMBA,"Casa, 328.38 de área total, 328.38 de área privativa, 180.00 de área do terreno, 4 qto(s), varanda, a.serv, 5 suite(s), WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.",113050.01,175000.0,35.4,Venda Direta Online,Ver foto,FEIRA DE SANTANA,BA
17354,"Rua de Acesso à Av Desenbanco s/n, Quadra J, Lote 8",CIS,"Comercial, 1200.00 de área total, 1200.00 de área privativa, 9200.00 de área do terreno.",859500.0,1910000.0,55.0,Venda Online,,FEIRA DE SANTANA,BA
5006800019896,"Via Pedestre 16, N. 29, Setor A",CIS,"Casa, 20.00 de área total, 20.00 de área privativa, 90.00 de área do terreno, 1 qto(s), WC, cozinha.",5700.0,38000.0,85.0,Venda Online,Ver foto,FEIRA DE SANTANA,BA
5006800050033,Rua Heráclito Dias de Carvalho s/n Qd D Casa 01,SOBRADINHO,"Comercial, 0.00 de área total, 27.55 de área privativa, 105.00 de área do terreno, 1 qto(s), WC, 1 sala(s), cozinha.",159500.0,290000.0,45.0,Venda Direta Online,Ver foto,FEIRA DE SANTANA,BA
8006500006841,"Rua Celina, N. 517, LAGOA DO SUBAE",LAGOA SALGADA,"Casa, 0.00 de área total, 72.60 de área privativa, 109.00 de área do terreno, 3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",56892.84,103500.0,45.04,Venda Direta Online,Ver foto,FEIRA DE SANTANA,BA
8410900002456,"Rua Catas Altas, N. 26, Qd VIII, Lt 33. Atual Rua Mistura Fina",LAGOA SALGADA,"Casa, 60.00 de área total, 60.00 de área privativa, 100.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",47997.64,80000.0,40.01,Venda Direta Online,Ver foto,FEIRA DE SANTANA,BA
8444402459890,"Rua Sergio de Carvalho, N. 21, Qd C, Lote 08",PARQUE IPE,"Casa, 194.00 de área total, 194.00 de área privativa, 235.00 de área do terreno, 6 qto(s), varanda, a.serv, WC, 4 sala(s), cozinha, 1 vaga(s) de garagem.",111721.0,212000.0,47.31,Venda Direta Online,Ver foto,FEIRA DE SANTANA,BA
8444404958754,"Rua Carmo de Minas, N. 451, Quadra X, Lote 34",CONCEICAO,"Casa, 53.23 de área total, 53.23 de área privativa, 125.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",46469.4,82000.0,43.33,Venda Direta Online,Ver foto,FEIRA DE SANTANA,BA
8444408275139,"Rua do Telegrafo, N. 1497",TOMBA,"Casa, 74.50 de área total, 74.50 de área privativa, 61.00 de área do terreno, 2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.",80471.41,151000.0,46.71,Venda Direta Online,,FEIRA DE SANTANA,BA
8444408319705,"R Barro Preto, N. 14, Atual nº 532",CONCEICAO,"Casa, 53.23 de área total, 53.23 de área privativa, 120.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",51540.61,93000.0,44.58,Venda Direta Online,,FEIRA DE SANTANA,BA
8555506654926,"R ARACATUBA, N. 00036, CASA",LAGOA SALGADA,"Casa, 70.00 de área total, 70.00 de área privativa, 109.00 de área do terreno, 3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",58191.0,105000.0,44.58,Venda Direta Online,Ver foto,FEIRA DE SANTANA,BA
1444405774810,"ROD BA 262 KM 115, N. 34, Atual BR 415, Km 114",CENTRO,"Comercial, 145.00 de área total, 145.00 de área privativa, 376.80 de área do terreno, varanda, WC, 1 sala(s), cozinha.",118218.0,183000.0,35.4,Venda Direta Online,,FIRMINO ALVES,BA
8444406121274,"RUA ANTONIO RODRIGUES, N. 470, QD 26 LT 13, ANTIGA RUA 2",CENTRO,"Casa, 65.01 de área total, 65.01 de área privativa, 200.00 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",44202.61,78000.0,43.33,Venda Direta Online,,GUANAMBI,BA
8444409391540,"RUA C QD 11 LT 26, N. 692, LOT RENASCER",CENTRO,"Casa, 71.19 de área total, 71.19 de área privativa, 150.00 de área do terreno, 1 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",66504.01,120000.0,44.58,Venda Direta Online,Ver foto,GUANAMBI,BA
8444412629454,"Av A, N. 999",,"Casa, 62.98 de área total, 62.98 de área privativa, 125.00 de área do terreno, 2 qto(s), WC, cozinha.",59299.41,107000.0,44.58,Venda Direta Online,Ver foto,GUANAMBI,BA
1444404020847,"Rua José Ananias, N. 900, TÉRREO. Bairro Antonio Costa",CENTRO,"Casa, 0.00 de área total, 181.60 de área privativa, 0.01 de área do terreno, 3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",107236.01,166000.0,35.4,Venda Direta Online,Ver foto,GUARATINGA,BA
1444406282636,"Rua José Ananias, N. 902, bairro Antonio Costa. 1º Andar",CENTRO,"Casa, 193.36 de área total, 193.36 de área privativa, 0.00 de área do terreno, 3 qto(s), a.serv, WC, 1 sala(s), cozinha.",125970.0,195000.0,35.4,Venda Direta Online,Ver foto,GUARATINGA,BA
1444407166060,"Rua João de Souza Sobrinho, N. 415, ATUAL N 152",CENTRO,"Casa, 159.56 de área total, 159.56 de área privativa, 226.71 de área do terreno, 2 qto(s), varanda, a.serv, 1 suite(s), WC, 1 sala(s), cozinha.",73644.01,114000.0,35.4,Venda Direta Online,Ver foto,HELIOPOLIS,BA
1444405889901,"BA-046. Quadra A Lote 14. Bairro Cerâmica, Atual Av José Possidônio Sampaio",CENTRO,"Comercial, 536.76 de área total, 536.76 de área privativa, 1112.88 de área do terreno, WC, 6 sala(s).",236900.6,400000.0,40.78,Venda Direta Online,Ver foto,IACU,BA
1444406589634,"BA-046 Km 30, N. 715",CENTRO,"Comercial, 557.85 de área total, 557.85 de área privativa, 3900.00 de área do terreno.",355900.08,584000.0,39.06,Venda Direta Online,,IACU,BA
8444400236584,"RUA VISTA ALEGRE, N. 371, CASA",CENTRO,"Casa, 64.19 de área total, 64.19 de área privativa, 98.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",36233.78,68000.0,46.72,Venda Direta Online,Ver foto,IACU,BA
8444400446163,"Rua Natal, N. 870, Boiadeira",CENTRO,"Casa, 105.95 de área total, 105.95 de área privativa, 178.50 de área do terreno, 3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",49332.56,106000.0,53.46,Venda Direta Online,Ver foto,IACU,BA
8444400629080,"RUA DO HOSPITAL, N. 00480",CENTRO,"Casa, 85.40 de área total, 85.40 de área privativa, 100.00 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",36848.59,73500.0,49.87,Venda Direta Online,,IACU,BA
8444401281893,"Travessa Natal, N. 16, Bairro Boiadeira",CENTRO,"Casa, 44.13 de área total, 44.13 de área privativa, 109.20 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",26757.65,66000.0,59.46,Venda Direta Online,Ver foto,IACU,BA
8444401450601,"RUA MARAJÓ, N. 3",CENTRO,"Casa, 57.98 de área total, 57.98 de área privativa, 65.26 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",30481.0,55000.0,44.58,Venda Direta Online,Ver foto,IACU,BA
8444401978070,"Rua Ezequiel Gomes Sampaio, N. 205, Bairro Cerâmica",CENTRO,"Casa, 76.46 de área total, 76.46 de área privativa, 106.26 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",47380.4,87000.0,45.54,Venda Direta Online,,IACU,BA
8444402399049,"Rua do Hospital, N. 41, Bairro Cerâmica",CENTRO,"Casa, 89.03 de área total, 89.03 de área privativa, 113.68 de área do terreno, 2 qto(s), a.serv, 1 suite(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",45444.41,82000.0,44.58,Venda Direta Online,Ver foto,IACU,BA
8444402671903,"Rua Manoel Bandeira, N. 160, Bairro Boiadeira",CENTRO,"Casa, 59.79 de área total, 59.79 de área privativa, 80.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",28344.63,60000.0,52.76,Venda Direta Online,Ver foto,IACU,BA
8444404399828,"Rua São Jorge, N. 29, Bairro Boiadeira",CENTRO,"Casa, 89.53 de área total, 89.53 de área privativa, 94.40 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",45444.41,82000.0,44.58,Venda Direta Online,Ver foto,IACU,BA
8444404500936,"Travessa Otaviano Possidonio Sampaio, N. 414, bairro Boiadeira. Atual Qd 112, Lt 144",CENTRO,"Casa, 115.00 de área total, 115.00 de área privativa, 159.90 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",59503.51,105000.0,43.33,Venda Direta Online,Ver foto,IACU,BA
8444405186593,"RUA UMBURANA, N. 300",CENTRO,"Casa, 88.89 de área total, 88.89 de área privativa, 97.65 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",41010.81,74000.0,44.58,Venda Direta Online,Ver foto,IACU,BA
8444405646519,"Rua do Hospital, N. 61, Bairro Cerâmica",CENTRO,"Casa, 83.43 de área total, 83.43 de área privativa, 94.50 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",45998.61,83000.0,44.58,Venda Direta Online,Ver foto,IACU,BA
8444406346250,"Rua do Hospital, N. 104, Bairro Cerâmica",CENTRO,"Casa, 87.50 de área total, 87.50 de área privativa, 92.24 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",45444.41,82000.0,44.58,Venda Direta Online,Ver foto,IACU,BA
8444406491969,"Rua Cecilia Meireles, N. 21",CENTRO,"Casa, 68.96 de área total, 68.96 de área privativa, 99.24 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",37685.59,68000.0,44.59,Venda Direta Online,Ver foto,IACU,BA
8444406672432,"Rua Pacífico Teixeira Ramos, N. 1055, Bairro Monte",CENTRO,"Casa, 51.30 de área total, 51.30 de área privativa, 53.94 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",38239.81,69000.0,44.58,Venda Direta Online,Ver foto,IACU,BA
8444406751626,"Rua Frei Caneca, N. 101",CENTRO,"Casa, 75.50 de área total, 75.50 de área privativa, 108.00 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",43504.71,78500.0,44.58,Venda Direta Online,Ver foto,IACU,BA
8444406864048,"Rua Frei Caneca, N. 104, Bairro Boiadeira",CENTRO,"Casa, 70.14 de área total, 70.14 de área privativa, 114.00 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",15200.0,76000.0,80.0,Venda Direta Online,Ver foto,IACU,BA
